Issue Type,File Path,Line Number,Issue Description,Severity,Recommendation,Impact,Module,Feature
"Large View Model","SalesProPlus/Presentation/Home/ViewModel/DashBoardViewModel+Setup.swift","N/A","View model with      314 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesProPlus","Presentation"
"Large View Model","SalesProPlus/Presentation/Home/ViewModel/DashBoardViewModel.swift","N/A","View model with      414 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesProPlus","Presentation"
"Large View Model","SalesProPlus/Presentation/Home/PowerBIHome/SLSPowerBIReportWebViewModel+Extension.swift","N/A","View model with      357 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesProPlus","Presentation"
"Large View Model","SalesProPlus/Presentation/Home/PowerBIHome/SLSPowerBIReportsWebViewModel.swift","N/A","View model with      382 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesProPlus","Presentation"
"Large View Model","SalesProPlus/Presentation/SfodHierarchyView/ViewModel/SPSfodViewModel.swift","N/A","View model with      321 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesProPlus","Presentation"
"Large View Model","SalesProPlus/Presentation/CockpitView/ViewModel/ReleaseNotesViewModel.swift","N/A","View model with      313 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesProPlus","Presentation"
"Large View Model","SalesProPlus/Presentation/LRO/ViewModel/LROVisitPlanViewModel.swift","N/A","View model with      403 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesProPlus","Presentation"
"Large View Model","SalesProPlus/Presentation/SelfService/ViewModel/SupportViewModel.swift","N/A","View model with      302 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesProPlus","Presentation"
"Large View Model","SalesProPlus/Presentation/R360Kroger/ViewModel/StoreWalkViewModelKroger.swift","N/A","View model with      353 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesProPlus","Presentation"
"Large View Model","SalesProPlus/Presentation/XPCRoutePacket/ViewModel/RPMainViewViewModel.swift","N/A","View model with      484 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesProPlus","Presentation"
"Large View Model","SalesProPlus/Presentation/Swagger/ViewModel/SwaggerQuestionnaireViewViewModel.swift","N/A","View model with      539 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesProPlus","Presentation"
"Large View Model","SalesProPlus/Presentation/Swagger/ViewModel/SwaggerAssignActionItemsViewViewModel.swift","N/A","View model with      556 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesProPlus","Presentation"
"Large View Model","SalesProPlus/Presentation/Swagger/ViewModel/SwaggerQuestionnaireViewViewModel+AddPhotosExtension.swift","N/A","View model with      333 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesProPlus","Presentation"
"Large View Model","SalesProPlus/Presentation/ConductTheSale/ViewModel/ImportViewModel.swift","N/A","View model with      594 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesProPlus","Presentation"
"Large View Model","SalesProPlus/Presentation/ScoreMyStore/ViewModel/ExtendedView/SMSExtendedViewViewModel.swift","N/A","View model with      302 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesProPlus","Presentation"
"Large View Model","SalesProPlus/Presentation/ScoreMyStore/ViewModel/IssueNavigation/IssuesNavigationViewViewModel.swift","N/A","View model with      809 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesProPlus","Presentation"
